team,url,name,detail,SKU,color,price
San Diego Padres,http://shop.neweracap.com/style/MLB-Jr-Team-Front-Neo-39THIRTY-Cap/20812547,San Diego Padres MLB Jr Team Front Neo 39THIRTY Cap,"Made of 50% Cotton, Woven, 50% Polyester, Woven",20812547,Navy/Gray,$21.99
Oakland Athletics,http://shop.neweracap.com/style/MLB-Jr-Team-Front-Neo-39THIRTY-Cap/20812540,Oakland Athletics MLB Jr Team Front Neo 39THIRTY Cap,"Made of 50% Cotton, Woven, 50% Polyester, Woven",20812540,Green/Yellow,$21.99
Milwaukee Brewers,http://shop.neweracap.com/style/MLB-Jr-Team-Front-Neo-39THIRTY-Cap/20812528,Milwaukee Brewers MLB Jr Team Front Neo 39THIRTY Cap,"Made of 50% Cotton, Woven, 50% Polyester, Woven",20812528,Navy/Gold,$21.99
Miami Marlins,http://shop.neweracap.com/style/MLB-Jr-Team-Front-Neo-39THIRTY-Cap/20812526,Miami Marlins MLB Jr Team Front Neo 39THIRTY Cap,"Made of 50% Cotton, Woven, 50% Polyester, Woven",20812526,Black/Orange,$21.99
Kansas City Royals,http://shop.neweracap.com/style/MLB-Jr-Team-Front-Neo-39THIRTY-Cap/20812516,Kansas City Royals MLB Jr Team Front Neo 39THIRTY Cap,"Made of 50% Cotton, Woven, 50% Polyester, Woven",20812516,LightNavy/LightBlue,$21.99
Colorado Rockies,http://shop.neweracap.com/style/MLB-Jr-Team-Front-Neo-39THIRTY-Cap/20812510,Colorado Rockies MLB Jr Team Front Neo 39THIRTY Cap,"Made of 50% Cotton, Woven, 50% Polyester, Woven",20812510,Black/Purple,$21.99
Cleveland Indians,http://shop.neweracap.com/style/MLB-Jr-Team-Front-Neo-39THIRTY-Cap/20812508,Cleveland Indians MLB Jr Team Front Neo 39THIRTY Cap,"Made of 50% Cotton, Woven, 50% Polyester, Woven",20812508,Navy/Red,$21.99
Chicago White Sox,http://shop.neweracap.com/style/MLB-Jr-Team-Front-Neo-39THIRTY-Cap/20812505,Chicago White Sox MLB Jr Team Front Neo 39THIRTY Cap,"Made of 50% Cotton, Woven, 50% Polyester, Woven",20812505,Black/Gray,$21.99
Baltimore Orioles,http://shop.neweracap.com/style/MLB-Jr-Team-Front-Neo-39THIRTY-Cap/20812502,Baltimore Orioles MLB Jr Team Front Neo 39THIRTY Cap,"Made of 50% Cotton, Woven, 50% Polyester, Woven",20812502,Black/Orange,$21.99
Atlanta Braves,http://shop.neweracap.com/style/MLB-Jr-Team-Front-Neo-39THIRTY-Cap/20812501,Atlanta Braves MLB Jr Team Front Neo 39THIRTY Cap,"Made of 50% Cotton, Woven, 50% Polyester, Woven",20812501,Navy/Red,$21.99
Washington Nationals,http://shop.neweracap.com/style/MLB-Junior-Team-Classic-39THIRTY-Cap/20570124,Washington Nationals MLB Junior Team Classic 39THIRTY Cap,"Made of 95% Polyester, Woven, 5% Spandex, Woven",20570124,Red,$21.99
Washington Nationals,http://shop.neweracap.com/style/MLB-Junior-Team-Classic-39THIRTY-Cap/20570121,Washington Nationals MLB Junior Team Classic 39THIRTY Cap,"Made of 95% Polyester, Woven, 5% Spandex, Woven",20570121,Navy/Red,$21.99
Texas Rangers,http://shop.neweracap.com/style/MLB-Junior-Team-Classic-39THIRTY-Cap/20570116,Texas Rangers MLB Junior Team Classic 39THIRTY Cap,"Made of 95% Polyester, Woven, 5% Spandex, Woven",20570116,RoyalBlue,$21.99
Tampa Bay Rays,http://shop.neweracap.com/style/MLB-Junior-Team-Classic-39THIRTY-Cap/20570114,Tampa Bay Rays MLB Junior Team Classic 39THIRTY Cap,"Made of 95% Polyester, Woven, 5% Spandex, Woven",20570114,Navy,$21.99
St. Louis Cardinals,http://shop.neweracap.com/style/MLB-Junior-Team-Classic-39THIRTY-Cap/20570113,St. Louis Cardinals MLB Junior Team Classic 39THIRTY Cap,"Made of 95% Polyester, Woven, 5% Spandex, Woven",20570113,Red,$21.99
Seattle Mariners,http://shop.neweracap.com/style/MLB-Junior-Team-Classic-39THIRTY-Cap/20570110,Seattle Mariners MLB Junior Team Classic 39THIRTY Cap,"Made of 95% Polyester, Woven, 5% Spandex, Woven",20570110,Navy,$21.99
Seattle Mariners,http://shop.neweracap.com/style/MLB-Junior-Team-Classic-39THIRTY-Cap/20570109,Seattle Mariners MLB Junior Team Classic 39THIRTY Cap,"Made of 95% Polyester, Woven, 5% Spandex, Woven",20570109,Navy/Teal,$21.99
San Diego Padres,http://shop.neweracap.com/style/MLB-Junior-Team-Classic-39THIRTY-Cap/20570106,San Diego Padres MLB Junior Team Classic 39THIRTY Cap,"Made of 95% Polyester, Woven, 5% Spandex, Woven",20570106,Navy,$21.99
Pittsburgh Pirates,http://shop.neweracap.com/style/MLB-Junior-Team-Classic-39THIRTY-Cap/20570103,Pittsburgh Pirates MLB Junior Team Classic 39THIRTY Cap,"Made of 95% Polyester, Woven, 5% Spandex, Woven",20570103,Gold/Black,$21.99
Pittsburgh Pirates,http://shop.neweracap.com/style/MLB-Junior-Team-Classic-39THIRTY-Cap/20570102,Pittsburgh Pirates MLB Junior Team Classic 39THIRTY Cap,"Made of 95% Polyester, Woven, 5% Spandex, Woven",20570102,Black,$21.99
Oakland Athletics,http://shop.neweracap.com/style/MLB-Junior-Team-Classic-39THIRTY-Cap/20570098,Oakland Athletics MLB Junior Team Classic 39THIRTY Cap,"Made of 95% Polyester, Woven, 5% Spandex, Woven",20570098,Green,$21.99
Oakland Athletics,http://shop.neweracap.com/style/MLB-Junior-Team-Classic-39THIRTY-Cap/20570097,Oakland Athletics MLB Junior Team Classic 39THIRTY Cap,"Made of 95% Polyester, Woven, 5% Spandex, Woven",20570097,Green/Yellow,$21.99
New York Mets,http://shop.neweracap.com/style/MLB-Junior-Team-Classic-39THIRTY-Cap/20570094,New York Mets MLB Junior Team Classic 39THIRTY Cap,"Made of 95% Polyester, Woven, 5% Spandex, Woven",20570094,RoyalBlue,$21.99
New York Mets,http://shop.neweracap.com/style/MLB-Junior-Team-Classic-39THIRTY-Cap/20570093,New York Mets MLB Junior Team Classic 39THIRTY Cap,"Made of 97% Polyester, Woven, 3% Spandex, Woven",20570093,RoyalBlue/Orange,$21.99
New York Mets,http://shop.neweracap.com/style/MLB-Junior-Team-Classic-39THIRTY-Cap/20570092,New York Mets MLB Junior Team Classic 39THIRTY Cap,"Made of 95% Polyester, Woven, 5% Spandex, Woven",20570092,Black,$21.99
Minnesota Twins,http://shop.neweracap.com/style/MLB-Junior-Team-Classic-39THIRTY-Cap/20570090,Minnesota Twins MLB Junior Team Classic 39THIRTY Cap,"Made of 95% Polyester, Woven, 5% Spandex, Woven",20570090,Navy/Red,$21.99
Minnesota Twins,http://shop.neweracap.com/style/MLB-Junior-Team-Classic-39THIRTY-Cap/20570089,Minnesota Twins MLB Junior Team Classic 39THIRTY Cap,"Made of 95% Polyester, Woven, 5% Spandex, Woven",20570089,Navy,$21.99
Minnesota Twins,http://shop.neweracap.com/style/MLB-Junior-Team-Classic-39THIRTY-Cap/20570088,Minnesota Twins MLB Junior Team Classic 39THIRTY Cap,"Made of 95% Polyester, Woven, 5% Spandex, Woven",20570088,Navy,$21.99
Milwaukee Brewers,http://shop.neweracap.com/style/MLB-Junior-Team-Classic-39THIRTY-Cap/20570086,Milwaukee Brewers MLB Junior Team Classic 39THIRTY Cap,"Made of 95% Polyester, Woven, 5% Spandex, Woven",20570086,RoyalBlue,$21.99
Miami Marlins,http://shop.neweracap.com/style/MLB-Junior-Team-Classic-39THIRTY-Cap/20570084,Miami Marlins MLB Junior Team Classic 39THIRTY Cap,"Made of 95% Polyester, Woven, 5% Spandex, Woven",20570084,Black,$21.99
Kansas City Royals,http://shop.neweracap.com/style/MLB-Junior-Team-Classic-39THIRTY-Cap/20570081,Kansas City Royals MLB Junior Team Classic 39THIRTY Cap,"Made of 95% Polyester, Woven, 5% Spandex, Woven",20570081,RoyalBlue,$21.99
Houston Astros,http://shop.neweracap.com/style/MLB-Junior-Team-Classic-39THIRTY-Cap/20570080,Houston Astros MLB Junior Team Classic 39THIRTY Cap,"Made of 97% Polyester, Woven, 3% Spandex, Woven",20570080,Navy/Orange,$21.99
Houston Astros,http://shop.neweracap.com/style/MLB-Junior-Team-Classic-39THIRTY-Cap/20570078,Houston Astros MLB Junior Team Classic 39THIRTY Cap,"Made of 95% Polyester, Woven, 5% Spandex, Woven",20570078,Navy,$21.99
Houston Astros,http://shop.neweracap.com/style/MLB-Junior-Team-Classic-39THIRTY-Cap/20570077,Houston Astros MLB Junior Team Classic 39THIRTY Cap,"Made of 95% Polyester, Woven, 5% Spandex, Woven",20570077,Orange,$21.99
Detroit Tigers,http://shop.neweracap.com/style/MLB-Junior-Team-Classic-39THIRTY-Cap/20570076,Detroit Tigers MLB Junior Team Classic 39THIRTY Cap,"Made of 97% Polyester, Woven, 3% Spandex, Woven",20570076,Navy,$21.99
Detroit Tigers,http://shop.neweracap.com/style/MLB-Junior-Team-Classic-39THIRTY-Cap/20570075,Detroit Tigers MLB Junior Team Classic 39THIRTY Cap,"Made of 95% Polyester, Woven, 5% Spandex, Woven",20570075,Navy,$21.99
Colorado Rockies,http://shop.neweracap.com/style/MLB-Junior-Team-Classic-39THIRTY-Cap/20570074,Colorado Rockies MLB Junior Team Classic 39THIRTY Cap,"Made of 95% Polyester, Woven, 5% Spandex, Woven",20570074,Black,$21.99
Colorado Rockies,http://shop.neweracap.com/style/MLB-Junior-Team-Classic-39THIRTY-Cap/20570072,Colorado Rockies MLB Junior Team Classic 39THIRTY Cap,"Made of 95% Polyester, Woven, 5% Spandex, Woven",20570072,Purple,$21.99
Colorado Rockies,http://shop.neweracap.com/style/MLB-Junior-Team-Classic-39THIRTY-Cap/20570071,Colorado Rockies MLB Junior Team Classic 39THIRTY Cap,"Made of 95% Polyester, Woven, 5% Spandex, Woven",20570071,Black/Purple,$21.99
Cleveland Indians,http://shop.neweracap.com/style/MLB-Junior-Team-Classic-39THIRTY-Cap/20570069,Cleveland Indians MLB Junior Team Classic 39THIRTY Cap,"Made of 95% Polyester, Woven, 5% Spandex, Woven",20570069,Navy/Red,$21.99
Cleveland Indians,http://shop.neweracap.com/style/MLB-Junior-Team-Classic-39THIRTY-Cap/20570068,Cleveland Indians MLB Junior Team Classic 39THIRTY Cap,"Made of 95% Polyester, Woven, 5% Spandex, Woven",20570068,Navy,$21.99
Cleveland Indians,http://shop.neweracap.com/style/MLB-Junior-Team-Classic-39THIRTY-Cap/20570067,Cleveland Indians MLB Junior Team Classic 39THIRTY Cap,"Made of 95% Polyester, Woven, 5% Spandex, Woven",20570067,Red,$21.99
Cincinnati Reds,http://shop.neweracap.com/style/MLB-Junior-Team-Classic-39THIRTY-Cap/20570066,Cincinnati Reds MLB Junior Team Classic 39THIRTY Cap,"Made of 97% Polyester, Woven, 3% Spandex, Woven",20570066,Red/Black,$21.99
Cincinnati Reds,http://shop.neweracap.com/style/MLB-Junior-Team-Classic-39THIRTY-Cap/20570065,Cincinnati Reds MLB Junior Team Classic 39THIRTY Cap,"Made of 95% Polyester, Woven, 5% Spandex, Woven",20570065,Red,$21.99
Cincinnati Reds,http://shop.neweracap.com/style/MLB-Junior-Team-Classic-39THIRTY-Cap/20570064,Cincinnati Reds MLB Junior Team Classic 39THIRTY Cap,"Made of 95% Polyester, Woven, 5% Spandex, Woven",20570064,Black/Red,$21.99
Chicago White Sox,http://shop.neweracap.com/style/MLB-Junior-Team-Classic-39THIRTY-Cap/20570063,Chicago White Sox MLB Junior Team Classic 39THIRTY Cap,"Made of 95% Polyester, Woven, 5% Spandex, Woven",20570063,Black,$21.99
Chicago White Sox,http://shop.neweracap.com/style/MLB-Junior-Team-Classic-39THIRTY-Cap/20570062,Chicago White Sox MLB Junior Team Classic 39THIRTY Cap,"Made of 95% Polyester, Woven, 5% Spandex, Woven",20570062,White/Navy/Red,$21.99
Boston Red Sox,http://shop.neweracap.com/style/MLB-Junior-Team-Classic-39THIRTY-Cap/20570060,Boston Red Sox MLB Junior Team Classic 39THIRTY Cap,"Made of 95% Polyester, Woven, 5% Spandex, Woven",20570060,Navy,$21.99
Atlanta Braves,http://shop.neweracap.com/style/MLB-Junior-Team-Classic-39THIRTY-Cap/20570054,Atlanta Braves MLB Junior Team Classic 39THIRTY Cap,"Made of 100% Polyester, Woven",20570054,Navy/Red,$21.99
Atlanta Braves,http://shop.neweracap.com/style/MLB-Junior-Team-Classic-39THIRTY-Cap/20570053,Atlanta Braves MLB Junior Team Classic 39THIRTY Cap,"Made of 95% Polyester, Woven, 5% Spandex, Woven",20570053,Navy/Red,$21.99
Arizona Diamondbacks,http://shop.neweracap.com/style/MLB-Junior-Team-Classic-39THIRTY-Cap/20570051,Arizona Diamondbacks MLB Junior Team Classic 39THIRTY Cap,"Made of 95% Polyester, Woven, 5% Spandex, Woven",20570051,Black,$21.99
