team,url,name,detail,SKU,color,price
Philadelphia 76ers,http://shop.neweracap.com/style/NBA-HWC-Youth-Lil-Triangle-Offense-9FIFTY-Snapback-Cap/20807613,Philadelphia 76ers NBA HWC Youth Lil Triangle Offense 9FIFTY Snapback Cap,"Made of 56% Acrylic, Woven, 44% Wool, Woven",20807613,Heather Gray/Red,$24.99
New Jersey Nets,http://shop.neweracap.com/style/NBA-HWC-Youth-Lil-Triangle-Offense-9FIFTY-Snapback-Cap/20807610,New Jersey Nets NBA HWC Youth Lil Triangle Offense 9FIFTY Snapback Cap,"Made of 56% Acrylic, Woven, 44% Wool, Woven",20807610,Heather Gray/Black,$24.99
Milwaukee Bucks,http://shop.neweracap.com/style/NBA-HWC-Youth-Lil-Triangle-Offense-9FIFTY-Snapback-Cap/20807608,Milwaukee Bucks NBA HWC Youth Lil Triangle Offense 9FIFTY Snapback Cap,"Made of 56% Acrylic, Woven, 44% Wool, Woven",20807608,Heather Gray/DarkGreen,$24.99
Indiana Pacers,http://shop.neweracap.com/style/NBA-HWC-Youth-Lil-Triangle-Offense-9FIFTY-Snapback-Cap/20807605,Indiana Pacers NBA HWC Youth Lil Triangle Offense 9FIFTY Snapback Cap,"Made of 55% Acrylic, Woven, 45% Wool, Woven",20807605,Heather Gray/Black,$24.99
Dallas Mavericks,http://shop.neweracap.com/style/NBA-HWC-Youth-Lil-Triangle-Offense-9FIFTY-Snapback-Cap/20807600,Dallas Mavericks NBA HWC Youth Lil Triangle Offense 9FIFTY Snapback Cap,"Made of 56% Acrylic, Woven, 44% Wool, Woven",20807600,Heather Gray/Blue,$24.99
Boston Celtics,http://shop.neweracap.com/style/NBA-HWC-Youth-Lil-Triangle-Offense-9FIFTY-Snapback-Cap/20807596,Boston Celtics NBA HWC Youth Lil Triangle Offense 9FIFTY Snapback Cap,"Made of 56% Acrylic, Woven, 44% Wool, Woven",20807596,Heather Gray/Green,$24.99
Los Angeles Dodgers,http://shop.neweracap.com/style/MLB-Youth-Black-on-Black-9FIFTY-Snapback-Cap/20807328,Los Angeles Dodgers MLB Youth Black on Black 9FIFTY Snapback Cap,"Made of 100% Wool, Woven",20807328,Black/Black,$24.99
BB8,http://shop.neweracap.com/style/Youth-Headshot-9FIFTY-Snapback-Cap/20789991,"Star Wars ""BB8"" Youth Headshot 9FIFTY Snapback Cap","Made of 100% Polyester, Woven",20789991,Black/Orange,$24.99
Stormtrooper,http://shop.neweracap.com/style/Youth-Headshot-9FIFTY-Snapback-Cap/20789989,"Star Wars ""Stormtrooper"" Youth Headshot 9FIFTY Snapback Cap","Made of 100% Polyester, Woven",20789989,Black/White,$24.99
R2D2,http://shop.neweracap.com/style/Youth-Headshot-9FIFTY-Snapback-Cap/20789986,"Star Wars ""R2D2"" Youth Headshot 9FIFTY Snapback Cap","Made of 100% Polyester, Woven",20789986,Black/RoyalBlue,$24.99
Tampa Bay Buccaneers,http://shop.neweracap.com/style/NFL-Infant-My-1st-9FIFTY-Snapback-Cap/20759157,Tampa Bay Buccaneers NFL Infant My 1st 9FIFTY Snapback Cap,"Made of 100% Polyester, Woven",20759157,Red/Charcoal,$19.99
Los Angeles Rams,http://shop.neweracap.com/style/NFL-Infant-My-1st-9FIFTY-Snapback-Cap/20759154,Los Angeles Rams NFL Infant My 1st 9FIFTY Snapback Cap,"Made of 100% Polyester, Woven",20759154,Navy/Gold,$19.99
San Francisco 49ers,http://shop.neweracap.com/style/NFL-Infant-My-1st-9FIFTY-Snapback-Cap/20759144,San Francisco 49ers NFL Infant My 1st 9FIFTY Snapback Cap,"Made of 100% Polyester, Woven",20759144,Red/Black,$19.99
Pittsburgh Steelers,http://shop.neweracap.com/style/NFL-Infant-My-1st-9FIFTY-Snapback-Cap/20759136,Pittsburgh Steelers NFL Infant My 1st 9FIFTY Snapback Cap,"Made of 100% Polyester, Woven",20759136,Black/Yellow,$19.99
New York Jets,http://shop.neweracap.com/style/NFL-Infant-My-1st-9FIFTY-Snapback-Cap/20759129,New York Jets NFL Infant My 1st 9FIFTY Snapback Cap,"Made of 100% Polyester, Woven",20759129,Green/White,$19.99
New York Giants,http://shop.neweracap.com/style/NFL-Infant-My-1st-9FIFTY-Snapback-Cap/20759127,New York Giants NFL Infant My 1st 9FIFTY Snapback Cap,"Made of 100% Polyester, Woven",20759127,Blue/Red,$19.99
Minnesota Vikings,http://shop.neweracap.com/style/NFL-Infant-My-1st-9FIFTY-Snapback-Cap/20759110,Minnesota Vikings NFL Infant My 1st 9FIFTY Snapback Cap,"Made of 100% Polyester, Woven",20759110,Purple/Yellow,$19.99
Kansas City Chiefs,http://shop.neweracap.com/style/NFL-Infant-My-1st-9FIFTY-Snapback-Cap/20759108,Kansas City Chiefs NFL Infant My 1st 9FIFTY Snapback Cap,"Made of 100% Polyester, Woven",20759108,Red/Black,$19.99
Indianapolis Colts,http://shop.neweracap.com/style/NFL-Infant-My-1st-9FIFTY-Snapback-Cap/20759106,Indianapolis Colts NFL Infant My 1st 9FIFTY Snapback Cap,"Made of 100% Polyester, Woven",20759106,Blue/White,$19.99
Houston Texans,http://shop.neweracap.com/style/NFL-Infant-My-1st-9FIFTY-Snapback-Cap/20759105,Houston Texans NFL Infant My 1st 9FIFTY Snapback Cap,"Made of 100% Polyester, Woven",20759105,Navy/Red,$19.99
Carolina Panthers,http://shop.neweracap.com/style/NFL-Infant-My-1st-9FIFTY-Snapback-Cap/20759093,Carolina Panthers NFL Infant My 1st 9FIFTY Snapback Cap,"Made of 100% Polyester, Woven",20759093,Blue Azure/Black,$19.99
Baltimore Ravens,http://shop.neweracap.com/style/NFL-Infant-My-1st-9FIFTY-Snapback-Cap/20759091,Baltimore Ravens NFL Infant My 1st 9FIFTY Snapback Cap,"Made of 100% Polyester, Woven",20759091,Black/Purple,$19.99
Chicago White Sox,http://shop.neweracap.com/style/MLB-Infant-My-1st-9FIFTY-Snapback-Cap/20700826,Chicago White Sox MLB Infant My 1st 9FIFTY Snapback Cap,"Made of 100% Polyester, Woven",20700826,Black/Gray,$17.99
Tampa Bay Rays,http://shop.neweracap.com/style/MLB-Infant-My-1st-9FIFTY-Snapback-Cap/20700817,Tampa Bay Rays MLB Infant My 1st 9FIFTY Snapback Cap,"Made of 100% Polyester, Woven",20700817,Navy/LightBlue,$17.99
Texas Rangers,http://shop.neweracap.com/style/MLB-Youth-Major-Wool-9FIFTY-Snapback-Cap/20619407,Texas Rangers MLB Youth Major Wool 9FIFTY Snapback Cap,"Made of 100% Wool, Woven",20619407,Blue,$24.99
Tampa Bay Rays,http://shop.neweracap.com/style/MLB-Youth-Major-Wool-9FIFTY-Snapback-Cap/20619405,Tampa Bay Rays MLB Youth Major Wool 9FIFTY Snapback Cap,"Made of 70% Polyester, Woven, 30% Wool, Woven",20619405,LightNavy,$24.99
St. Louis Cardinals,http://shop.neweracap.com/style/MLB-Youth-Major-Wool-9FIFTY-Snapback-Cap/20619403,St. Louis Cardinals MLB Youth Major Wool 9FIFTY Snapback Cap,"Made of 100% Wool, Woven",20619403,Navy,$24.99
Seattle Mariners,http://shop.neweracap.com/style/MLB-Youth-Major-Wool-9FIFTY-Snapback-Cap/20619402,Seattle Mariners MLB Youth Major Wool 9FIFTY Snapback Cap,"Made of 100% Wool, Woven",20619402,Navy,$24.99
San Diego Padres,http://shop.neweracap.com/style/MLB-Youth-Major-Wool-9FIFTY-Snapback-Cap/20619399,San Diego Padres MLB Youth Major Wool 9FIFTY Snapback Cap,"Made of 100% Wool, Woven",20619399,LightNavy,$24.99
Pittsburgh Pirates,http://shop.neweracap.com/style/MLB-Youth-Major-Wool-9FIFTY-Snapback-Cap/20619398,Pittsburgh Pirates MLB Youth Major Wool 9FIFTY Snapback Cap,"Made of 100% Wool, Woven",20619398,Black,$24.99
Oakland Athletics,http://shop.neweracap.com/style/MLB-Youth-Major-Wool-9FIFTY-Snapback-Cap/20619393,Oakland Athletics MLB Youth Major Wool 9FIFTY Snapback Cap,"Made of 70% Wool, Woven, 30% Polyester, Woven",20619393,Gree-Gold,$24.99
Minnesota Twins,http://shop.neweracap.com/style/MLB-Youth-Major-Wool-9FIFTY-Snapback-Cap/20619389,Minnesota Twins MLB Youth Major Wool 9FIFTY Snapback Cap,"Made of 100% Wool, Woven",20619389,Red/Black,$24.99
Milwaukee Brewers,http://shop.neweracap.com/style/MLB-Youth-Major-Wool-9FIFTY-Snapback-Cap/20619387,Milwaukee Brewers MLB Youth Major Wool 9FIFTY Snapback Cap,"Made of 100% Wool, Woven",20619387,LightNavy,$24.99
Miami Marlins,http://shop.neweracap.com/style/MLB-Youth-Major-Wool-9FIFTY-Snapback-Cap/20619386,Miami Marlins MLB Youth Major Wool 9FIFTY Snapback Cap,"Made of 70% Wool, Woven, 30% Polyester, Woven",20619386,Black,$24.99
Kansas City Royals,http://shop.neweracap.com/style/MLB-Youth-Major-Wool-9FIFTY-Snapback-Cap/20619381,Kansas City Royals MLB Youth Major Wool 9FIFTY Snapback Cap,"Made of 100% Wool, Woven",20619381,RoyalBlue,$24.99
Houston Astros,http://shop.neweracap.com/style/MLB-Youth-Major-Wool-9FIFTY-Snapback-Cap/20619380,Houston Astros MLB Youth Major Wool 9FIFTY Snapback Cap,"Made of 100% Wool, Woven",20619380,Navy,$24.99
Colorado Rockies,http://shop.neweracap.com/style/MLB-Youth-Major-Wool-9FIFTY-Snapback-Cap/20619378,Colorado Rockies MLB Youth Major Wool 9FIFTY Snapback Cap,"Made of 100% Wool, Woven",20619378,Black,$24.99
Cincinnati Reds,http://shop.neweracap.com/style/MLB-Youth-Major-Wool-9FIFTY-Snapback-Cap/20619376,Cincinnati Reds MLB Youth Major Wool 9FIFTY Snapback Cap,"Made of 100% Wool, Woven",20619376,Black/Red,$24.99
Baltimore Orioles,http://shop.neweracap.com/style/MLB-Youth-Major-Wool-9FIFTY-Snapback-Cap/20619372,Baltimore Orioles MLB Youth Major Wool 9FIFTY Snapback Cap,"Made of 100% Wool, Woven",20619372,Black,$24.99
Arizona Diamondbacks,http://shop.neweracap.com/style/MLB-Youth-Major-Wool-9FIFTY-Snapback-Cap/20619370,Arizona Diamondbacks MLB Youth Major Wool 9FIFTY Snapback Cap,"Made of 100% Wool, Woven",20619370,Black,$24.99
Minnesota Vikings,http://shop.neweracap.com/style/NFL-Kids-Baycik-9FIFTY-Snapback-Cap/20582610,Minnesota Vikings NFL Kids Baycik 9FIFTY Snapback Cap,"Made of 100% Cotton, Woven",20582610,"In Stockmodal('Product Availability','.availibilty','/pop/product-availability',550,400);",$24.99
Kansas City Chiefs,http://shop.neweracap.com/style/NFL-Kids-Baycik-9FIFTY-Snapback-Cap/20582589,Kansas City Chiefs NFL Kids Baycik 9FIFTY Snapback Cap,"Made of 100% Cotton, Woven",20582589,"In Stockmodal('Product Availability','.availibilty','/pop/product-availability',550,400);",$24.99
Indianapolis Colts,http://shop.neweracap.com/style/NFL-Kids-Baycik-9FIFTY-Snapback-Cap/20582588,Indianapolis Colts NFL Kids Baycik 9FIFTY Snapback Cap,"Made of 100% Cotton, Woven",20582588,"In Stockmodal('Product Availability','.availibilty','/pop/product-availability',550,400);",$24.99
Green Bay Packers,http://shop.neweracap.com/style/NFL-Kids-Baycik-9FIFTY-Snapback-Cap/20582586,Green Bay Packers NFL Kids Baycik 9FIFTY Snapback Cap,"Made of 100% Cotton, Woven",20582586,"In Stockmodal('Product Availability','.availibilty','/pop/product-availability',550,400);",$24.99
Cleveland Browns,http://shop.neweracap.com/style/NFL-Kids-Baycik-9FIFTY-Snapback-Cap/20582583,Cleveland Browns NFL Kids Baycik 9FIFTY Snapback Cap,"Made of 100% Cotton, Woven",20582583,"In Stockmodal('Product Availability','.availibilty','/pop/product-availability',550,400);",$24.99
Chicago Bears,http://shop.neweracap.com/style/NFL-Kids-Baycik-9FIFTY-Snapback-Cap/20582581,Chicago Bears NFL Kids Baycik 9FIFTY Snapback Cap,"Made of 100% Cotton, Woven",20582581,"In Stockmodal('Product Availability','.availibilty','/pop/product-availability',550,400);",$24.99
